ID_CLIENTE,QTD_SOL_LAST_30D,DAYS_SINCE_LAST,N_UNIQUE_DATES,QTD_REGISTROS_CLIENTE,JA_TENTOU_CANCELAR_max,QTD_FINANCEIRO_mean,QTD_SUPORTE_TECNICO_mean,QTD_OUTROS_mean,QTD_ADMINISTRATIVO_mean,TAXA_CONTATO_DIA
139364,1,29,10,12,0,2,5,3,2,12
63524,0,107,56,79,1,17,25,11,8,79
106015,2,11,17,21,0,5,8,3,5,21
74014,0,150,9,18,1,11,1,4,1,18
193206,0,74,6,8,1,5,1,1,0,8
186738,2,1,22,26,1,18,2,3,1,26
182606,1,8,13,16,0,2,7,3,2,16
198061,1,11,1,1,0,1,0,0,0,1
155467,0,71,38,45,0,39,5,1,0,45
110121,1,24,19,23,1,15,2,3,2,23
194089,1,29,7,10,0,5,2,0,3,10
131015,0,99,8,8,1,4,1,2,0,8
182294,2,2,21,23,1,13,4,2,0,23
104761,0,31,15,16,1,9,3,2,1,16
183227,0,231,7,10,0,3,2,3,2,10
67899,2,2,29,35,0,10,10,12,1,35
153596,2,1,12,19,1,12,0,2,0,19
194827,0,167,2,2,0,1,0,0,1,2
136526,1,2,16,25,1,11,5,3,2,25
154641,4,3,57,69,1,45,7,2,1,69
158200,1,18,18,23,1,9,7,3,2,23
111184,0,150,10,15,0,5,9,1,0,15
59073,2,22,21,32,1,10,12,5,1,32
179066,0,174,15,23,0,4,16,3,0,23
157498,0,50,20,26,1,13,7,4,0,26
151753,3,16,52,61,1,30,12,10,4,61
121182,4,3,21,32,0,23,7,1,0,32
140998,0,81,8,9,0,8,1,0,0,9
182607,4,21,28,33,1,16,7,5,1,33
173533,1,30,28,40,1,19,9,4,2,40
176452,1,11,18,21,0,16,2,1,1,21
186423,0,142,5,6,0,1,2,3,0,6
182235,2,3,31,47,1,16,3,9,8,47
166097,0,59,10,15,0,11,4,0,0,15
160881,1,18,19,23,1,16,2,2,2,23
179352,2,11,35,47,1,35,5,4,0,47
187283,2,4,6,8,0,8,0,0,0,8
191246,1,30,6,6,0,4,1,1,0,6
159818,1,9,40,55,1,36,3,2,2,55
84316,2,10,13,16,1,3,6,4,0,16
87859,0,37,19,21,1,12,1,4,1,21
154550,4,16,45,78,1,45,15,4,0,78
119080,4,24,13,16,0,4,8,2,1,16
125103,3,3,41,53,1,37,9,2,0,53
122387,1,23,7,9,0,9,0,0,0,9
141701,1,18,33,47,1,25,16,2,3,47
161905,0,53,9,14,0,0,9,4,1,14
128484,2,11,38,57,0,32,15,6,4,57
153825,2,11,38,66,1,31,16,6,4,66
184079,1,7,9,9,1,3,2,0,0,9
123432,2,16,33,46,1,37,4,1,0,46
131097,0,60,52,62,1,43,8,0,4,62
46691,1,24,9,11,0,5,2,3,0,11
172792,1,14,28,54,0,39,6,6,3,54
92734,0,64,6,10,0,7,3,0,0,10
192944,0,168,5,9,0,8,0,0,1,9
191829,4,1,4,8,0,8,0,0,0,8
126395,0,347,5,9,0,5,1,1,0,9
117922,4,21,8,9,0,3,4,0,1,9
70925,0,71,25,30,0,15,10,2,0,30
185784,0,527,1,1,0,0,0,1,0,1
174686,0,56,15,18,1,9,6,0,0,18
109940,2,8,40,57,1,32,16,3,1,57
176217,1,8,15,16,0,14,2,0,0,16
171134,0,121,13,17,0,9,4,1,3,17
198604,0,67,1,1,0,0,0,0,1,1
134440,0,31,21,26,0,21,3,0,2,26
136633,0,51,22,33,1,14,5,2,4,33
135073,2,4,7,8,0,5,2,1,0,8
106960,0,149,10,17,1,3,4,4,3,17
112543,2,30,20,29,1,14,10,4,0,29
171039,3,3,42,51,1,30,13,2,0,51
187272,3,7,16,27,1,8,3,3,8,27
125870,2,7,61,79,1,45,4,5,0,79
138941,0,64,41,50,1,31,13,2,1,50
194496,1,24,8,8,0,3,1,4,0,8
179636,1,11,27,34,0,14,12,6,1,34
44022,1,17,12,14,1,10,1,0,1,14
188254,0,456,1,1,0,0,1,0,0,1
163117,3,2,29,47,1,22,5,5,8,47
180926,1,9,44,54,0,45,2,3,0,54
19880,0,101,11,20,0,10,7,3,0,20
116605,0,99,3,6,0,2,1,0,0,6
147102,0,86,24,26,0,13,7,1,3,26
178790,0,34,40,52,1,41,2,4,4,52
9382,2,11,37,50,0,37,6,2,3,50
140082,0,73,8,13,1,1,5,3,3,13
119221,0,48,17,23,1,10,5,2,3,23
162573,1,9,42,64,1,45,6,2,2,64
115160,0,66,22,37,1,19,7,2,1,37
149635,0,31,21,30,1,15,3,2,5,30
187957,1,4,5,6,0,2,1,3,0,6
184987,0,56,3,3,0,0,3,0,0,3
27205,0,94,33,53,1,16,16,12,5,53
195641,0,35,5,8,1,6,0,0,0,8
123553,1,7,12,14,0,5,7,0,2,14
178516,0,44,8,9,0,7,2,0,0,9
120648,0,87,14,17,1,7,4,3,0,17
83591,1,9,3,3,1,0,0,2,0,3
150319,1,4,55,77,1,45,6,5,3,77
177999,3,14,20,22,1,9,7,3,0,22
139240,0,129,9,17,0,0,9,1,7,17
196812,0,130,1,1,0,0,1,0,0,1
187905,1,3,15,16,1,10,1,3,0,16
176736,0,282,21,28,0,7,7,7,7,28
119277,1,25,59,76,1,45,15,5,1,76
138103,0,80,10,10,1,4,3,2,0,10
138572,0,51,11,18,0,5,6,2,4,18
193901,0,79,10,11,0,1,2,4,4,11
165445,0,143,5,5,0,2,2,0,0,5
77368,0,32,20,28,0,9,12,5,2,28
176511,1,29,27,30,1,20,6,1,2,30
188634,4,3,38,53,1,44,4,2,1,53
153963,4,4,14,19,1,15,0,2,0,19
45367,0,32,6,10,1,2,3,0,1,10
160306,0,437,17,24,0,3,6,6,8,24
137788,1,4,31,41,1,22,16,2,0,41
164603,2,3,61,79,1,45,14,11,8,79
173286,1,11,39,79,1,7,25,12,8,79
121046,1,11,11,14,0,12,1,0,0,14
15286,0,137,8,8,0,1,3,3,1,8
111799,4,3,47,74,1,45,16,0,0,74
146887,1,4,40,56,1,20,11,5,8,56
188441,4,3,23,28,1,1,20,2,3,28
184089,3,1,27,35,0,32,2,0,0,35
172634,0,410,8,12,0,3,6,1,2,12
189866,2,3,15,18,0,13,2,2,1,18
182161,0,527,1,1,0,0,1,0,0,1
128297,0,91,11,21,0,2,9,3,6,21
58296,4,8,39,51,1,33,10,6,0,51
180351,0,527,1,1,0,0,0,0,1,1
165541,0,330,11,11,0,4,2,0,0,11
175947,0,86,3,3,0,1,0,2,0,3
180389,2,2,11,12,0,10,1,1,0,12
138297,2,6,22,27,1,11,7,3,0,27
89199,0,527,6,7,0,1,2,3,0,7
195095,0,42,9,13,1,10,1,1,0,13
150692,0,289,11,12,0,6,3,1,2,12
166564,1,9,27,29,0,26,2,0,0,29
185986,1,30,9,12,0,1,3,4,4,12
140727,0,148,9,11,0,1,8,1,0,11
165788,0,46,17,20,0,2,15,1,2,20
193371,1,23,2,2,0,0,2,0,0,2
187897,3,14,14,16,1,5,1,0,0,16
31178,0,115,11,14,1,3,6,3,0,14
114787,0,37,18,26,0,16,7,0,2,26
191172,1,22,7,7,0,7,0,0,0,7
102588,1,8,13,14,0,10,3,1,0,14
144346,3,23,47,79,1,45,10,7,2,79
151992,2,23,28,34,1,16,8,6,3,34
174526,0,143,13,16,0,2,6,0,8,16
145198,0,32,7,8,1,0,2,2,2,8
118547,1,10,33,49,1,31,8,3,2,49
166655,1,16,34,51,1,27,8,9,2,51
175240,0,115,26,48,1,33,7,1,1,48
125533,1,22,17,19,1,16,1,0,1,19
20483,0,129,6,9,0,1,6,1,1,9
138378,4,2,17,31,1,8,5,7,2,31
150497,0,154,7,10,0,2,5,1,2,10
112440,4,3,24,33,1,21,6,3,1,33
193972,4,25,12,21,0,18,1,2,0,21
172961,2,6,21,33,1,8,11,5,5,33
93190,0,207,11,19,1,14,1,2,0,19
121328,2,7,25,34,1,21,6,1,0,34
175509,1,8,26,29,1,21,0,0,0,29
160385,1,3,42,54,1,41,10,1,1,54
32805,0,70,30,47,1,33,1,2,7,47
105783,2,10,13,16,0,10,3,2,1,16
139170,0,128,4,4,1,1,1,0,0,4
77300,1,11,31,33,0,6,23,1,3,33
168315,0,59,7,9,1,1,4,0,1,9
113258,4,2,11,18,1,13,0,1,0,18
156271,2,3,32,50,1,27,12,4,1,50
165726,0,232,33,41,1,23,12,4,1,41
143469,2,23,21,33,1,16,11,1,1,33
117418,3,21,32,35,0,24,8,3,0,35
128091,2,7,33,47,1,33,3,3,0,47
138458,0,147,8,9,0,3,2,4,0,9
66265,0,426,4,4,0,3,1,0,0,4
36460,0,130,11,21,1,0,3,6,8,21
105230,2,11,22,33,0,12,11,8,1,33
168290,1,6,15,23,0,5,10,4,4,23
176618,0,105,12,17,1,0,8,3,4,17
83201,1,14,38,61,1,15,25,12,1,61
140112,0,527,3,3,0,2,1,0,0,3
148697,3,2,28,45,1,20,15,6,2,45
161205,0,85,5,8,0,3,4,1,0,8
178913,0,527,19,30,0,1,6,10,2,30
180882,1,15,23,34,1,22,7,1,1,34
181084,0,212,9,15,1,5,6,3,0,15
129775,0,527,9,17,1,4,8,3,0,17
107423,0,151,4,4,1,1,0,2,0,4
157753,2,11,22,27,0,15,4,5,2,27
187812,4,13,19,33,1,12,5,5,5,33
177064,0,85,13,18,0,13,4,1,0,18
174029,1,8,3,3,0,1,2,0,0,3
181247,4,8,19,22,1,0,14,3,1,22
146789,0,43,6,7,0,2,4,1,0,7
139894,3,18,1,3,0,2,0,1,0,3
136085,0,100,23,29,1,23,3,0,2,29
78619,1,15,13,20,0,11,3,2,3,20
86259,0,269,22,26,0,20,3,1,1,26
81388,1,0,10,12,1,4,2,3,0,12
118508,2,4,25,44,1,4,20,11,3,44
189923,4,2,12,19,1,8,3,3,3,19
195076,0,66,6,7,0,7,0,0,0,7
191392,3,30,15,28,1,24,1,1,0,28
194158,1,11,1,1,0,1,0,0,0,1
45971,0,167,4,4,0,0,2,2,0,4
190161,3,22,9,11,1,1,2,2,5,11
159588,0,90,23,26,0,25,1,0,0,26
96892,0,167,3,3,0,0,1,2,0,3
101527,0,45,40,62,1,34,19,1,2,62
111536,0,31,26,35,0,26,5,3,0,35
126571,0,170,19,26,0,9,6,6,5,26
83040,1,30,9,16,0,15,1,0,0,16
151610,0,122,6,8,0,4,2,2,0,8
198383,2,2,3,3,0,2,0,1,0,3
196404,3,9,3,4,0,3,0,1,0,4
198235,0,81,1,1,0,0,0,1,0,1
93502,1,14,25,27,0,20,4,1,2,27
153023,2,3,23,29,0,7,7,9,2,29
194840,0,112,3,4,0,3,0,1,0,4
31428,1,21,34,37,0,6,17,10,4,37
193564,3,0,6,7,0,4,2,1,0,7
184351,0,43,6,6,1,2,1,1,0,6
148874,0,64,23,27,0,25,1,1,0,27
174447,0,94,7,7,0,5,0,0,2,7
150128,1,18,6,8,0,1,3,1,2,8
134477,0,184,12,16,0,10,4,1,1,16
152688,1,17,25,37,1,11,18,1,6,37
177698,0,39,17,26,0,18,2,5,1,26
154456,2,7,25,29,1,20,1,4,0,29
132975,0,56,19,21,1,11,4,0,2,21
172606,1,17,21,27,1,22,4,0,0,27
195375,0,155,1,1,0,1,0,0,0,1
187082,0,188,14,18,0,10,5,3,0,18
143265,2,29,17,18,0,16,0,2,0,18
172534,1,14,5,7,0,3,1,2,0,7
133314,1,21,18,23,0,16,5,2,0,23
118277,0,100,19,20,0,4,11,4,1,20
184455,4,2,25,28,1,20,2,3,0,28
88905,0,142,3,3,0,2,0,0,0,3
177515,2,4,21,24,1,16,4,1,0,24
16910,0,116,16,24,1,5,12,5,1,24
153882,0,202,6,7,0,1,6,0,0,7
111039,4,2,23,35,1,13,7,10,3,35
81633,0,141,16,19,0,17,2,0,0,19
160263,4,10,20,23,1,16,3,2,0,23
23847,0,108,21,28,1,5,15,4,1,28
192155,0,191,2,2,0,1,0,0,1,2
25479,0,217,16,25,1,10,9,3,1,25
152939,1,11,8,8,0,5,2,1,0,8
136345,3,21,49,63,1,25,23,6,3,63
195715,0,141,1,1,0,1,0,0,0,1
160540,0,39,28,44,1,26,9,4,3,44
30805,2,9,53,79,1,32,21,12,8,79
134005,0,55,8,9,0,4,2,1,1,9
182121,2,0,29,33,1,12,5,7,2,33
147080,1,25,20,23,0,14,5,2,0,23
186257,1,16,20,22,0,20,0,0,2,22
160205,0,31,50,79,1,45,13,3,5,79
191723,0,47,1,1,0,1,0,0,0,1
139434,0,37,14,21,1,12,4,2,0,21
158215,0,65,13,16,0,3,8,1,2,16
196377,0,74,4,5,0,1,1,2,1,5
159836,1,9,18,21,1,12,2,1,1,21
127550,0,105,2,2,0,1,1,0,0,2
196222,0,70,5,6,0,5,0,0,1,6
147158,1,2,17,23,1,14,0,5,0,23
167406,0,116,27,39,0,2,20,4,8,39
179353,0,122,11,13,1,5,2,0,0,13
197266,0,32,1,1,0,1,0,0,0,1
168723,3,24,18,25,0,2,19,3,1,25
159863,1,7,24,33,1,19,5,3,1,33
118051,1,23,16,22,1,15,3,3,0,22
79547,0,142,12,17,0,4,6,4,2,17
175290,0,35,8,10,0,5,4,0,1,10
102722,1,14,15,18,1,16,1,0,0,18
154279,0,99,15,16,0,15,0,1,0,16
186883,0,183,6,6,0,0,1,3,2,6
116386,0,527,1,1,0,0,0,1,0,1
197232,4,1,6,7,0,0,2,1,4,7
144617,1,20,10,13,1,10,0,1,0,13
125088,0,527,11,19,1,0,9,0,3,19
101704,1,28,12,14,0,4,2,3,1,14
170431,0,43,26,32,1,19,4,3,4,32
145656,1,11,25,40,1,9,20,4,5,40
152453,2,20,6,12,1,1,5,4,0,12
90944,1,1,33,41,1,30,9,0,0,41
128478,0,91,18,27,1,16,4,0,1,27
183507,0,121,16,19,1,7,1,5,3,19
76279,0,81,6,7,1,4,0,0,0,7
183595,0,32,12,13,0,12,1,0,0,13
186938,0,112,13,16,1,12,2,1,0,16
176906,2,11,12,15,1,3,6,3,1,15
152489,4,10,18,23,1,13,8,1,0,23
156352,0,83,28,30,0,21,8,1,0,30
194614,4,2,12,17,0,10,4,3,0,17
120734,1,27,15,18,0,11,7,0,0,18
155529,1,28,18,20,1,11,1,2,0,20
185827,2,4,16,21,0,15,6,0,0,21
183457,0,51,21,22,0,18,1,2,1,22
196151,3,4,7,9,0,7,1,1,0,9
137781,0,63,10,11,1,5,4,1,0,11
104093,1,14,28,41,1,22,15,3,0,41
177432,0,115,22,24,0,2,14,7,1,24
165813,0,87,21,32,1,22,6,1,0,32
110975,0,109,6,7,0,6,1,0,0,7
159160,1,16,16,21,0,8,6,6,1,21
13304,3,17,26,37,0,23,10,3,0,37
40222,2,21,5,5,0,0,0,5,0,5
104473,0,150,4,6,0,1,4,0,1,6
183153,0,50,6,6,0,3,0,0,1,6
196240,0,73,4,8,0,1,4,3,0,8
158540,0,35,26,32,1,5,19,3,2,32
180426,0,94,8,9,0,1,5,0,3,9
168712,4,6,18,26,1,10,7,2,3,26
191756,0,163,1,1,0,1,0,0,0,1
167410,0,76,14,16,0,12,1,2,0,16
102343,1,11,7,7,0,1,5,1,0,7
151161,1,1,26,41,0,4,17,7,8,41
166301,0,415,6,6,0,4,0,2,0,6
197378,2,8,3,3,1,2,0,0,0,3
119512,2,8,51,64,1,45,3,2,1,64
193684,2,21,23,31,0,28,2,1,0,31
178277,0,127,9,11,1,5,3,1,1,11
141659,0,37,19,25,0,6,14,4,1,25
192458,2,23,12,17,1,11,0,3,0,17
155673,0,97,9,17,1,9,5,1,0,17
141702,0,85,8,11,1,7,1,2,0,11
75644,0,34,11,19,0,8,7,2,1,19
132107,0,100,39,59,1,6,25,8,7,59
125825,1,11,33,43,1,21,8,2,2,43
125718,0,88,11,14,1,7,2,1,0,14
193000,0,37,14,20,0,13,6,1,0,20
136646,2,1,14,16,1,6,2,3,2,16
161033,4,8,25,35,1,14,10,5,4,35
135821,3,14,3,7,1,4,0,0,0,7
191405,2,1,4,4,0,4,0,0,0,4
46207,0,142,5,6,0,4,1,1,0,6
183145,0,161,7,10,0,5,2,2,0,10
116377,1,4,15,21,1,12,8,0,0,21
135202,2,8,17,20,0,11,7,1,1,20
69029,0,527,6,9,0,0,3,3,3,9
132930,4,7,38,47,1,37,8,1,0,47
196839,0,107,1,1,0,1,0,0,0,1
169300,4,2,60,79,1,45,13,9,6,79
158525,0,129,11,13,1,3,8,1,0,13
144400,0,99,12,14,1,6,4,2,1,14
196334,0,92,1,1,0,1,0,0,0,1
158027,0,204,8,9,0,1,4,2,2,9
133820,3,27,25,33,1,17,7,2,0,33
111872,0,371,7,7,0,1,5,1,0,7
144755,1,11,9,9,0,2,3,4,0,9
193743,2,11,4,6,0,5,1,0,0,6
148859,0,69,14,15,0,7,5,3,0,15
173469,0,146,12,19,1,12,2,1,2,19
153885,1,10,25,31,1,17,8,2,0,31
197445,3,8,7,8,0,6,2,0,0,8
184594,0,192,3,5,0,2,1,1,1,5
137069,0,48,21,27,1,17,6,2,0,27
178740,0,227,6,7,0,2,2,0,2,7
167268,0,71,5,8,0,1,3,4,0,8
75717,1,23,9,10,0,8,1,0,1,10
184113,0,247,7,7,0,2,2,1,1,7
197887,0,93,1,1,0,0,0,1,0,1
152304,0,46,33,49,1,7,12,6,6,49
144931,1,11,21,26,1,16,6,3,0,26
112709,1,24,4,4,0,3,1,0,0,4
131505,0,392,13,19,0,10,3,4,2,19
194062,0,69,14,18,0,17,1,0,0,18
139533,2,7,37,45,0,20,18,4,1,45
188196,0,227,4,4,0,2,1,0,1,4
70613,3,24,55,79,1,45,5,7,4,79
167654,4,4,32,42,1,17,16,4,1,42
126916,0,174,16,23,0,0,18,3,1,23
112098,0,87,39,50,1,32,9,2,0,50
115261,0,37,52,63,1,45,2,1,0,63
104202,0,105,16,21,1,15,2,1,0,21
195838,0,80,7,8,0,7,0,1,0,8
115431,0,92,7,9,0,1,6,1,0,9
178135,4,11,33,46,1,34,4,2,4,46
166028,3,1,38,63,1,30,5,6,8,63
138389,4,2,33,50,1,22,9,2,3,50
171655,0,93,7,7,0,3,2,0,2,7
73402,0,94,10,12,0,4,4,2,1,12
133992,0,286,12,15,1,1,3,4,6,15
108288,0,32,10,15,0,4,7,3,1,15
110656,2,24,37,45,1,29,4,3,0,45
169513,0,148,19,26,1,4,9,4,5,26
195694,2,2,6,6,0,2,3,1,0,6
191872,0,67,8,13,0,2,3,2,6,13
195997,3,11,6,12,1,8,0,1,0,12
156700,0,120,5,10,1,5,2,1,0,10
75864,0,79,8,12,0,3,5,2,0,12
148615,1,17,23,25,1,19,3,0,0,25
129095,2,11,23,30,0,10,15,3,1,30
179709,0,114,24,35,1,11,16,7,0,35
197619,0,71,5,7,0,2,0,1,4,7
168508,0,148,7,9,1,3,3,1,1,9
198969,2,16,2,2,0,1,1,0,0,2
198540,1,29,1,1,0,0,0,0,0,1
190155,0,270,1,1,0,1,0,0,0,1
178733,0,45,7,8,0,4,3,1,0,8
159156,3,30,35,44,0,37,4,3,0,44
157027,0,203,12,21,1,7,4,0,3,21
157114,3,7,44,54,0,45,6,1,0,54
143495,0,170,9,11,0,6,0,2,0,11
198447,0,58,1,1,0,0,1,0,0,1
163436,0,74,24,32,1,28,2,0,1,32
193826,0,32,5,7,1,1,2,0,2,7
179290,2,4,36,41,1,30,2,2,2,41
145844,1,2,14,15,0,10,4,0,1,15
130173,3,7,30,42,1,20,6,5,0,42
191630,1,17,2,2,0,1,1,0,0,2
181308,4,2,24,31,1,16,1,5,0,31
166033,1,2,31,51,1,19,13,5,7,51
91147,0,252,7,10,1,4,4,1,0,10
170987,3,8,25,29,0,24,4,0,1,29
175742,2,17,13,18,1,10,3,1,3,18
153208,0,107,28,33,0,32,0,0,0,33
56414,0,384,12,18,0,5,9,2,0,18
167366,1,29,38,46,1,28,14,1,1,46
189574,0,126,7,8,0,2,0,4,1,8
122833,1,22,16,19,1,11,2,2,1,19
197800,0,97,1,1,0,0,1,0,0,1
138803,4,2,61,74,0,45,8,0,0,74
97927,2,24,15,25,0,18,6,0,1,25
155482,0,197,4,5,1,0,3,1,0,5
133379,4,8,51,67,1,42,12,3,8,67
189072,2,15,34,37,1,25,6,3,1,37
185309,4,2,21,27,0,22,0,4,1,27
104235,4,7,16,23,1,5,10,4,0,23
142934,0,188,12,14,1,4,7,1,0,14
162576,1,18,14,20,1,6,9,3,0,20
178707,1,17,19,33,1,10,9,2,7,33
43929,1,30,21,36,1,11,17,4,3,36
196537,2,1,4,5,0,0,0,1,2,5
167187,0,50,14,18,1,8,8,0,0,18
154770,1,16,8,9,0,3,6,0,0,9
133798,0,329,3,4,1,1,1,0,0,4
73312,0,307,18,34,1,21,6,1,1,34
116920,4,6,26,36,1,19,6,3,2,36
197131,0,116,1,1,0,0,0,1,0,1
153679,4,7,61,79,1,45,25,2,0,79
196741,2,1,4,4,0,4,0,0,0,4
118024,0,162,4,4,0,3,1,0,0,4
173327,2,29,50,79,1,45,23,12,6,79
174413,2,22,17,27,1,5,11,4,1,27
196764,0,133,1,1,0,0,1,0,0,1
132363,1,30,19,23,1,10,5,3,0,23
132263,0,323,1,1,0,0,0,1,0,1
173268,1,14,19,22,0,4,10,5,1,22
69216,0,84,13,33,1,24,5,0,0,33
190934,2,1,6,6,0,5,1,0,0,6
186935,2,3,11,14,1,7,1,1,1,14
132844,0,113,5,9,0,7,0,2,0,9
41698,0,113,14,18,1,8,6,2,1,18
102445,0,143,8,15,1,9,3,1,1,15
149683,1,21,20,23,0,19,4,0,0,23
178141,2,11,22,30,1,24,0,3,1,30
176082,2,11,16,18,0,14,4,0,0,18
142409,0,120,14,19,1,4,6,2,6,19
181324,0,41,17,25,1,8,7,2,1,25
98226,0,70,8,10,1,7,1,0,1,10
109750,0,188,13,15,0,4,8,2,1,15
112155,4,11,19,31,1,12,10,2,4,31
130799,1,4,8,10,1,5,4,0,0,10
122495,0,157,3,4,0,0,3,0,0,4
173129,1,23,61,79,0,45,22,3,5,79
171717,3,1,30,58,0,28,17,5,8,58
149758,4,22,15,22,0,0,16,3,2,22
84129,4,3,30,34,0,33,0,0,0,34
145089,1,28,14,16,1,6,3,2,0,16
195724,1,25,3,4,0,2,0,1,1,4
146484,0,207,11,14,1,5,7,1,0,14
114361,0,396,5,5,0,1,2,1,0,5
144220,1,10,19,20,1,14,2,0,0,20
198363,0,78,1,1,0,0,0,1,0,1
193941,0,36,6,7,0,3,1,3,0,7
130419,0,151,24,31,0,3,11,8,6,31
126864,1,7,30,41,1,27,6,2,3,41
180803,3,7,61,79,1,45,4,3,1,79
174238,0,150,4,6,0,2,1,3,0,6
185899,1,30,22,27,0,23,1,1,2,27
155191,4,11,40,49,1,19,15,2,7,49
194287,4,16,12,23,0,20,0,2,1,23
140778,1,18,6,7,0,7,0,0,0,7
42287,4,8,6,10,1,3,3,0,0,10
31861,0,52,14,17,1,3,6,6,0,17
120735,1,7,24,32,1,10,12,3,5,32
126249,1,23,26,38,0,19,5,3,8,38
102908,0,527,4,6,0,1,1,1,3,6
192952,1,16,7,10,0,7,0,3,0,10
121384,1,11,16,23,1,7,8,4,2,23
182117,0,179,26,33,1,29,3,0,0,33
163615,0,178,19,23,0,14,4,2,2,23
147021,0,32,49,66,1,25,17,6,1,66
154117,1,3,34,52,1,35,6,3,1,52
83718,1,29,15,19,0,3,10,3,2,19
118263,3,9,6,6,0,5,0,1,0,6
166673,2,15,17,28,1,16,4,2,5,28
177100,0,258,17,30,1,10,6,4,0,30
170458,0,55,44,79,1,45,17,3,4,79
139163,2,3,8,11,0,3,6,1,0,11
180827,1,9,29,36,0,33,2,0,1,36
150620,1,29,34,42,1,29,8,3,0,42
127112,0,163,19,23,0,4,11,3,4,23
171792,0,51,24,45,1,21,15,1,2,45
136809,0,171,18,22,1,1,17,1,1,22
135013,1,5,10,13,1,5,5,2,0,13
178794,0,146,3,3,0,2,1,0,0,3
177856,0,139,11,14,1,1,4,4,1,14
119682,2,0,16,25,1,6,11,5,2,25
162002,1,16,10,12,0,3,7,2,0,12
101978,0,232,5,6,0,1,3,0,0,6
147810,1,29,41,56,1,21,21,4,7,56
165036,2,3,29,31,0,26,4,1,0,31
132968,1,23,35,40,1,28,5,2,1,40
147505,0,147,30,43,0,5,22,8,6,43
176924,1,14,10,11,0,2,8,0,1,11
196541,0,37,7,9,0,8,1,0,0,9
115218,4,1,44,64,1,32,12,4,5,64
158115,0,39,7,12,1,1,8,2,0,12
70400,0,52,16,21,0,21,0,0,0,21
193653,0,58,3,3,0,2,1,0,0,3
149504,0,270,13,17,0,11,0,4,0,17
9272,0,527,2,3,1,0,0,0,0,3
68275,0,132,8,9,0,4,5,0,0,9
179617,1,11,22,23,0,17,4,2,0,23
148044,3,3,26,29,1,11,3,4,0,29
122105,2,3,27,33,1,23,2,1,0,33
181101,0,71,26,28,0,22,3,2,1,28
193884,1,25,31,42,1,31,3,1,5,42
158923,0,188,19,21,1,14,2,3,0,21
105646,0,73,15,26,1,12,9,4,0,26
158001,2,18,16,43,1,32,3,3,1,43
187003,0,74,21,23,1,17,2,0,0,23
137747,4,23,61,79,1,40,25,8,8,79
195542,0,164,7,9,0,0,0,4,5,9
147055,1,21,16,17,1,6,0,1,2,17
132432,1,4,3,3,0,2,0,1,0,3
160613,0,387,3,4,0,4,0,0,0,4
108559,0,151,4,4,0,2,1,1,0,4
166167,0,177,5,6,0,1,1,0,4,6
174626,1,8,3,3,0,1,1,1,0,3
38235,0,60,28,34,1,1,18,8,2,34
164431,1,3,32,45,0,32,2,4,5,45
99535,1,1,35,40,1,32,3,2,0,40
117948,0,31,35,52,1,37,3,6,0,52
128629,0,141,8,9,0,6,3,0,0,9
191715,2,6,1,2,0,0,1,1,0,2
175172,0,43,23,29,1,10,9,5,2,29
186671,2,16,7,12,0,10,2,0,0,12
197848,1,2,5,6,0,0,2,4,0,6
143738,2,18,11,12,1,5,1,2,1,12
146361,0,80,5,6,0,3,1,1,1,6
182820,3,2,19,22,1,8,4,3,1,22
165773,4,6,11,17,1,5,5,2,4,17
49586,0,50,9,11,0,2,2,5,0,11
166387,2,2,12,15,0,13,0,1,1,15
141454,4,3,30,45,1,27,11,2,1,45
190373,0,92,6,8,0,3,2,0,3,8
147103,0,136,17,19,0,19,0,0,0,19
162846,0,213,5,6,0,4,1,0,1,6
190189,4,2,20,37,1,23,5,1,3,37
165213,1,3,8,8,0,5,2,1,0,8
89404,3,6,18,21,1,11,5,3,0,21
115308,1,24,16,18,0,15,2,1,0,18
178083,3,11,23,26,0,14,7,4,1,26
135618,1,1,5,8,0,3,3,1,0,8
127978,0,60,8,10,0,6,4,0,0,10
153760,3,2,12,28,1,12,5,2,1,28
198726,1,16,3,3,0,0,2,1,0,3
130568,4,6,52,74,1,45,4,8,0,74
157949,0,44,23,30,1,10,9,4,1,30
189655,4,3,12,15,0,6,4,2,3,15
148954,0,46,50,64,1,39,16,5,1,64
71178,4,16,23,28,0,5,13,7,0,28
178265,4,2,45,54,1,30,16,4,1,54
180363,4,3,30,41,1,18,9,4,1,41
173261,0,53,29,32,0,24,6,1,1,32
130974,0,210,8,16,1,0,5,0,8,16
179329,0,45,16,33,0,28,4,1,0,33
182131,0,133,10,11,0,6,3,2,0,11
133731,0,48,31,43,1,21,4,2,1,43
187187,0,87,17,19,0,12,4,3,0,19
167695,0,35,37,41,0,31,2,8,0,41
171981,1,30,21,24,0,18,3,0,3,24
187046,1,7,29,42,1,35,1,0,0,42
153192,1,3,50,64,1,36,10,8,6,64
134894,0,104,20,25,0,1,17,5,2,25
30267,0,87,22,29,0,16,8,4,0,29
99689,1,30,16,21,1,12,5,0,0,21
132295,0,97,5,6,0,1,4,0,1,6
170481,1,24,20,30,1,11,10,3,0,30
103783,0,263,4,8,1,2,2,0,1,8
196271,0,74,1,1,0,1,0,0,0,1
117079,0,99,5,6,0,2,2,0,1,6
185516,0,470,2,2,0,2,0,0,0,2
