ID_CLIENTE,QTD_SOL_LAST_30D,DAYS_SINCE_LAST,N_UNIQUE_DATES,QTD_REGISTROS_CLIENTE,JA_TENTOU_CANCELAR_max,QTD_FINANCEIRO_mean,QTD_SUPORTE_TECNICO_mean,QTD_OUTROS_mean,QTD_ADMINISTRATIVO_mean,TAXA_CONTATO_DIA
155007,1,21,15,16,0,12,4,0,0,16
190477,4,4,8,15,1,3,2,2,6,15
126832,0,108,11,14,1,4,3,1,4,14
153045,1,30,44,64,1,44,9,5,3,64
160668,1,21,17,20,1,11,4,2,2,20
159621,1,9,22,31,1,10,10,7,1,31
17217,1,1,40,51,1,24,3,6,0,51
153475,0,239,15,24,1,7,6,3,5,24
169225,2,15,19,29,1,16,6,2,2,29
97512,0,170,19,25,1,3,9,8,4,25
184410,0,129,6,10,1,1,3,3,2,10
195566,4,8,15,20,0,15,0,2,0,20
160981,0,527,1,2,0,0,2,0,0,2
78850,0,31,22,27,1,16,4,3,0,27
175347,2,15,19,25,1,17,3,0,0,25
94354,0,53,10,15,1,1,2,4,5,15
133993,0,61,34,45,1,19,13,9,1,45
167447,2,14,16,16,0,15,1,0,0,16
185349,4,2,27,38,1,28,3,3,3,38
196152,0,155,1,1,0,0,1,0,0,1
156237,0,64,30,41,0,23,7,7,4,41
177905,0,73,18,22,0,18,4,0,0,22
30231,0,34,43,52,1,34,4,0,0,52
160845,1,21,18,31,1,19,5,4,0,31
119607,2,4,15,20,1,10,2,3,0,20
114281,2,8,29,37,0,26,5,2,4,37
127055,2,21,22,30,1,14,2,1,0,30
153454,1,22,30,47,1,17,19,4,5,47
170829,0,160,22,27,1,15,4,7,0,27
53415,0,102,21,26,0,2,13,5,4,26
166175,0,527,1,1,0,0,1,0,0,1
147816,4,7,19,29,1,22,1,2,0,29
161029,0,66,25,27,0,20,3,1,3,27
100428,0,206,9,13,1,6,2,1,0,13
116208,4,2,25,32,1,9,11,8,3,32
150335,1,28,58,79,1,39,25,11,3,79
137268,0,290,9,11,0,2,6,2,1,11
190012,0,32,6,6,0,4,0,2,0,6
167285,1,10,37,56,1,31,6,1,8,56
198060,0,52,1,1,0,1,0,0,0,1
123384,0,201,2,2,0,1,1,0,0,2
134607,1,4,26,35,1,11,11,8,3,35
174109,0,32,31,39,1,8,22,4,0,39
119224,1,30,18,23,1,20,2,0,0,23
141582,3,2,30,40,1,13,13,7,2,40
166231,0,70,8,10,0,2,5,3,0,10
146710,4,3,5,15,1,4,4,0,3,15
145101,0,64,11,11,0,8,1,2,0,11
149369,0,36,23,29,1,18,5,1,1,29
154008,0,91,19,25,1,11,7,2,4,25
169167,0,99,18,24,0,5,13,4,2,24
191342,0,126,5,5,0,1,3,0,1,5
79510,3,11,18,27,1,9,3,5,0,27
194254,1,25,3,4,0,1,1,2,0,4
86329,1,23,17,22,0,4,14,2,0,22
143729,1,4,6,7,0,4,2,0,1,7
182646,0,32,14,16,0,9,4,2,0,16
77554,1,24,3,3,0,2,0,1,0,3
189566,3,3,19,21,1,10,3,1,1,21
182164,1,1,33,41,1,29,2,1,6,41
119723,1,23,6,10,0,2,4,3,0,10
187322,4,4,9,13,0,8,3,1,1,13
44606,1,22,18,25,1,4,11,1,7,25
109459,3,27,61,73,1,45,4,4,0,73
169402,0,171,6,7,0,1,5,0,0,7
192007,0,158,2,2,0,1,1,0,0,2
65470,0,143,14,18,0,4,2,3,5,18
151135,0,61,16,24,0,0,19,3,1,24
196596,4,7,11,14,1,11,1,0,0,14
156476,2,2,12,17,1,14,1,1,0,17
198544,0,50,1,1,0,0,0,0,0,1
113656,0,31,37,51,1,25,10,6,5,51
146458,4,10,18,24,1,15,2,1,0,24
171370,0,176,31,49,1,26,14,4,4,49
159342,1,15,23,30,1,16,10,2,0,30
186053,0,219,2,2,0,1,1,0,0,2
171768,0,78,29,31,1,15,10,0,5,31
77794,1,27,5,8,1,6,0,1,0,8
181466,0,527,1,2,0,0,1,1,0,2
46877,0,527,1,1,0,0,1,0,0,1
123533,2,29,23,33,1,11,15,4,0,33
173030,4,1,14,22,1,14,4,0,1,22
191639,0,50,11,17,0,14,1,2,0,17
79358,1,30,13,18,0,4,10,1,3,18
103444,0,512,14,21,0,2,6,3,8,21
88744,0,167,28,32,0,16,10,1,5,32
171921,0,46,25,25,1,15,2,0,0,25
183788,0,105,13,20,0,7,9,2,2,20
172462,0,116,17,22,0,7,9,2,4,22
181075,3,2,15,17,0,12,1,2,1,17
122275,2,23,15,21,0,12,7,1,1,21
75134,3,3,40,71,1,30,25,3,1,71
52717,2,16,40,57,1,37,8,7,1,57
134085,1,29,52,79,1,45,25,4,8,79
167964,2,11,18,28,0,9,6,5,7,28
173247,3,1,14,21,1,15,2,0,0,21
196999,0,46,1,1,0,0,0,0,1,1
132721,0,248,6,6,0,2,2,1,1,6
183447,0,232,6,7,0,1,3,2,1,7
131089,0,189,11,14,0,0,10,3,1,14
162516,0,263,10,16,0,3,8,4,1,16
142841,0,133,10,11,0,0,5,3,1,11
177311,4,11,12,17,1,6,5,4,1,17
124590,0,51,6,6,1,3,1,1,0,6
125161,0,34,27,32,0,25,5,2,0,32
109598,2,4,12,15,1,8,4,2,0,15
132971,0,43,19,22,1,5,4,4,4,22
105975,1,14,17,26,1,21,2,1,0,26
112277,0,69,7,7,0,1,5,1,0,7
196818,0,79,8,9,0,9,0,0,0,9
126320,2,7,49,75,1,44,8,6,4,75
181920,0,527,4,5,0,3,1,1,0,5
124818,3,11,34,39,1,26,3,6,1,39
168535,2,15,24,27,0,18,6,3,0,27
123487,0,86,6,6,0,4,1,1,0,6
193472,4,10,6,9,0,0,7,0,2,9
193915,2,7,3,3,0,3,0,0,0,3
125654,0,218,11,11,0,8,2,0,1,11
41859,0,277,5,6,0,6,0,0,0,6
186090,0,218,12,14,0,10,3,1,0,14
170587,0,99,33,45,0,11,16,6,8,45
170913,2,3,39,58,1,23,5,4,4,58
133592,0,51,7,8,1,6,0,0,0,8
141031,1,7,8,8,0,6,1,1,0,8
197139,1,16,2,2,0,1,0,1,0,2
194002,0,178,5,6,0,4,0,0,2,6
90638,0,67,24,33,1,13,6,5,3,33
191776,0,60,8,10,0,3,2,1,4,10
179306,1,25,17,18,0,3,8,5,2,18
183200,0,127,13,16,1,8,5,2,0,16
155684,0,527,3,3,0,1,1,1,0,3
196796,0,132,2,2,0,0,2,0,0,2
191460,2,1,9,10,1,8,1,0,0,10
128348,0,346,10,10,0,9,0,0,1,10
140938,1,22,10,11,0,8,1,2,0,11
182314,3,14,17,21,0,14,1,5,0,21
13258,1,9,44,58,1,15,15,10,8,58
140725,3,1,16,23,1,9,4,3,1,23
188587,4,2,11,17,1,6,3,3,0,17
163705,1,16,13,14,1,8,4,0,1,14
176692,1,17,19,25,1,8,4,6,5,25
161822,2,16,25,30,1,18,7,0,3,30
180157,0,375,4,5,0,1,1,3,0,5
191108,0,51,6,7,0,6,0,0,1,7
168373,4,7,45,62,1,41,15,3,1,62
169575,0,156,24,25,1,6,11,5,2,25
111489,0,31,39,56,1,39,9,3,4,56
180156,0,73,15,19,0,5,10,3,1,19
51289,0,34,39,52,1,35,8,3,1,52
121925,2,7,58,79,1,45,5,11,3,79
176819,3,29,35,52,1,35,3,4,0,52
184876,2,25,11,14,0,9,4,0,0,14
112456,4,10,29,44,0,35,4,5,0,44
60509,3,9,13,18,1,3,8,2,2,18
150581,1,27,26,39,1,27,7,3,0,39
138244,4,21,39,53,1,43,5,1,1,53
129602,1,11,14,20,0,0,13,5,0,20
114627,1,18,13,15,0,9,4,1,0,15
190316,0,351,2,2,0,0,0,1,1,2
155016,2,0,15,22,1,14,3,2,0,22
183371,3,2,19,26,0,14,8,4,0,26
156508,1,18,18,25,1,12,6,2,3,25
147780,1,30,13,16,0,3,6,4,1,16
158380,0,37,12,21,1,12,7,1,0,21
153230,2,7,35,52,1,24,17,7,0,52
190754,4,2,9,12,0,6,0,1,5,12
127465,4,1,50,79,1,45,8,5,1,79
196393,0,78,1,2,0,2,0,0,0,2
168186,0,45,25,28,1,19,1,0,2,28
108728,0,151,10,14,0,1,6,2,5,14
168126,2,15,37,46,0,39,4,3,0,46
185848,0,90,16,17,1,7,2,2,3,17
137410,1,11,14,21,0,14,5,2,0,21
171501,0,182,7,8,0,5,1,0,2,8
186108,1,28,26,32,1,25,1,5,0,32
197485,1,7,3,4,1,1,1,0,1,4
116067,1,11,22,22,0,14,8,0,0,22
174071,3,0,7,9,0,4,2,2,1,9
132386,0,58,10,11,1,7,1,1,0,11
143338,0,116,13,20,0,3,9,1,6,20
175565,0,527,1,1,0,1,0,0,0,1
157656,3,3,15,22,1,12,4,2,2,22
169286,0,527,9,9,0,0,8,0,1,9
172332,1,8,5,6,0,3,1,0,2,6
75027,4,7,34,42,0,34,4,3,0,42
194376,0,72,7,9,0,6,0,0,2,9
190248,0,230,3,3,0,0,1,0,2,3
190131,0,38,21,29,1,21,1,2,3,29
40463,0,157,1,1,0,1,0,0,0,1
130640,1,4,9,20,1,4,1,0,7,20
158831,1,4,10,11,1,4,4,0,0,11
161795,1,8,4,4,0,0,1,2,0,4
129441,0,51,20,44,1,12,20,3,6,44
120010,0,37,26,41,1,19,12,2,1,41
155656,3,6,12,17,1,5,5,2,0,17
197734,0,97,1,1,0,0,0,1,0,1
193271,1,15,3,3,0,3,0,0,0,3
110655,2,13,38,74,1,41,18,5,0,74
170658,4,7,27,33,0,25,4,3,0,33
169597,1,1,26,51,1,45,1,2,1,51
138579,0,48,17,27,1,19,5,2,0,27
196972,0,69,6,6,0,0,1,1,3,6
188782,4,1,19,25,1,13,3,3,2,25
86305,1,20,31,39,1,24,10,1,3,39
140223,2,2,47,54,1,39,8,4,0,54
167611,1,18,10,11,0,3,5,1,1,11
79717,4,21,11,14,1,6,3,2,0,14
98878,0,74,42,60,1,8,25,3,7,60
84064,0,116,7,8,0,2,2,3,1,8
154522,1,0,18,22,0,14,5,2,1,22
120565,1,7,32,45,0,25,14,2,4,45
185581,2,16,7,7,0,2,4,1,0,7
86079,0,31,14,23,1,8,3,4,4,23
195108,0,93,1,1,0,1,0,0,0,1
143746,4,4,33,48,1,24,16,1,2,48
106178,1,30,44,63,1,23,25,2,4,63
161404,1,9,41,54,0,34,7,2,8,54
50594,0,238,12,15,0,2,4,3,4,15
179215,4,4,16,25,1,8,7,5,3,25
114573,1,8,15,19,1,16,1,1,0,19
195244,0,31,4,5,1,2,0,0,0,5
179403,1,30,13,16,1,7,5,1,0,16
188043,0,309,2,3,0,0,0,1,2,3
191445,0,252,2,2,0,2,0,0,0,2
167500,2,2,11,13,0,10,3,0,0,13
144267,1,18,26,35,1,19,9,2,1,35
169590,0,192,6,7,0,4,1,2,0,7
103928,0,527,8,13,0,0,4,3,6,13
168087,0,527,2,2,0,1,0,1,0,2
131326,0,123,2,2,0,1,0,1,0,2
148394,0,35,32,39,1,14,9,7,1,39
176038,1,14,17,18,0,16,2,0,0,18
131953,4,4,16,18,0,17,1,0,0,18
98006,4,3,46,57,0,34,21,1,0,57
68717,0,115,40,43,0,25,11,5,2,43
168930,0,140,10,12,0,2,7,2,0,12
127734,3,24,35,51,1,24,18,3,1,51
149370,1,11,16,16,0,12,0,3,1,16
137072,0,63,13,23,1,8,5,4,2,23
174242,0,64,27,37,1,12,17,2,3,37
192951,0,137,4,4,0,1,1,0,2,4
120988,2,14,26,37,0,27,3,3,1,37
186556,0,73,14,16,0,2,8,5,1,16
134568,0,149,15,22,1,8,5,5,0,22
165652,0,69,14,15,1,3,6,4,1,15
138330,0,95,7,8,0,1,6,1,0,8
72370,0,115,7,10,0,7,2,0,1,10
144731,0,129,11,13,0,4,6,2,1,13
115231,2,8,23,33,1,12,12,4,3,33
183471,1,1,11,12,0,1,9,1,0,12
194882,0,176,1,1,0,0,0,1,0,1
157176,0,323,7,9,0,5,2,0,2,9
113072,3,2,25,30,1,20,5,0,1,30
135559,2,4,31,41,0,34,6,1,0,41
187800,2,2,22,27,0,24,1,2,0,27
107408,0,122,6,6,0,1,4,0,1,6
68482,0,435,4,4,1,0,2,1,0,4
173511,0,405,2,2,0,2,0,0,0,2
102043,1,13,11,15,0,7,7,1,0,15
144479,0,32,48,66,1,45,2,2,0,66
167138,0,268,17,17,0,15,2,0,0,17
174481,0,32,28,34,1,6,13,9,3,34
57522,3,8,3,3,0,0,0,2,1,3
126053,1,11,8,9,1,4,1,1,0,9
137973,0,422,1,1,0,0,1,0,0,1
159837,0,129,15,21,1,8,8,1,0,21
61788,0,280,4,6,0,4,1,1,0,6
87400,0,51,8,17,0,11,3,2,1,17
187058,0,62,17,21,1,12,2,0,0,21
180634,1,15,33,41,1,2,17,10,8,41
111900,1,27,10,10,1,6,2,1,0,10
131934,0,527,8,12,1,1,4,1,3,12
72727,0,52,8,10,1,2,3,1,0,10
179939,4,3,46,75,1,45,14,3,2,75
189046,4,3,12,26,1,13,3,4,0,26
167443,0,99,24,31,0,14,15,2,0,31
149564,1,21,12,23,0,21,1,0,0,23
150365,1,30,37,49,1,39,3,1,0,49
150036,0,99,14,22,1,12,9,0,0,22
188850,1,3,12,12,1,3,4,2,0,12
192121,0,51,8,9,0,1,2,3,3,9
192685,1,10,4,4,0,1,2,0,1,4
181323,1,17,19,29,1,15,2,6,0,29
130861,0,31,5,10,0,3,1,3,2,10
181827,4,11,7,21,1,1,7,4,4,21
161536,0,63,61,79,0,45,23,2,0,79
190072,0,85,49,64,0,45,3,3,2,64
186341,1,4,16,22,1,6,2,0,8,22
160080,0,199,8,11,0,3,5,2,0,11
133582,0,35,21,25,1,10,11,1,0,25
160896,0,128,18,20,1,17,1,1,0,20
68485,0,46,2,3,0,0,1,1,1,3
150364,0,66,16,23,0,12,6,3,1,23
171631,1,1,17,23,0,16,4,1,1,23
92556,1,9,31,36,1,20,4,5,1,36
121584,3,13,24,34,1,2,14,10,1,34
109075,1,8,57,79,1,16,25,10,8,79
159604,0,218,10,13,0,6,3,3,1,13
176934,0,141,2,2,0,1,0,0,1,2
123138,1,22,12,14,1,4,4,2,2,14
151311,2,3,44,49,0,45,1,2,0,49
184502,0,31,21,28,1,8,7,0,8,28
156776,0,64,28,50,1,14,18,5,2,50
144359,3,29,18,20,1,16,2,1,0,20
182926,3,7,8,13,0,4,3,2,1,13
135099,0,507,14,19,1,2,7,7,2,19
77944,0,52,10,12,0,3,4,1,2,12
126435,1,11,11,12,0,6,3,3,0,12
96940,4,15,16,21,1,9,2,3,4,21
187824,4,2,14,22,1,9,5,3,1,22
134815,0,93,10,11,0,5,6,0,0,11
152470,0,165,16,17,0,1,11,3,1,17
157892,1,2,31,37,1,17,3,2,1,37
174365,0,63,22,41,0,32,8,0,1,41
112170,0,200,22,30,1,11,16,2,0,30
166529,1,16,40,47,1,22,12,7,3,47
198329,3,22,6,8,0,0,4,0,4,8
103551,0,280,5,9,1,1,5,0,0,9
194301,0,38,17,22,1,12,4,5,0,22
129132,0,102,17,23,1,3,4,9,4,23
157090,1,10,5,6,0,4,1,0,1,6
187903,0,233,3,3,0,0,1,0,2,3
193527,0,51,6,7,1,1,2,0,1,7
184582,0,83,40,59,0,4,21,12,3,59
197522,0,57,4,5,0,0,1,1,3,5
186999,0,228,4,4,0,2,1,0,1,4
82871,0,186,4,4,0,3,1,0,0,4
116898,0,130,11,14,1,6,4,0,1,14
176037,0,32,31,35,1,25,2,4,3,35
161591,4,2,38,52,1,45,3,0,1,52
138159,2,4,36,50,1,34,8,4,1,50
182922,0,262,7,11,0,9,0,0,2,11
119111,1,23,46,59,0,44,11,4,0,59
164607,2,4,13,21,1,8,8,2,0,21
180076,0,66,8,14,1,5,1,0,5,14
155431,1,24,29,30,0,19,10,1,0,30
55630,0,157,18,27,1,12,9,1,3,27
194520,3,4,5,7,0,0,1,1,5,7
123470,1,11,13,18,1,5,9,0,0,18
143541,1,16,23,24,1,22,1,0,0,24
188167,0,119,14,23,1,11,2,3,5,23
130257,0,39,2,2,0,0,2,0,0,2
186346,3,4,37,51,1,37,4,3,6,51
151176,2,1,12,15,0,10,5,0,0,15
81006,3,3,14,17,1,14,0,1,0,17
194590,1,21,6,12,0,11,1,0,0,12
195386,2,29,8,10,1,7,2,0,0,10
148880,0,146,3,6,0,2,3,0,0,6
143669,0,83,8,10,0,4,4,2,0,10
173455,2,1,6,6,0,2,2,0,2,6
56934,0,436,8,14,0,8,1,4,1,14
181194,0,31,32,49,1,42,2,3,1,49
56619,4,17,37,53,1,15,18,12,4,53
192370,3,3,9,11,0,11,0,0,0,11
116689,0,189,8,9,0,3,2,3,0,9
181018,0,102,12,20,1,5,8,3,3,20
167049,0,153,5,7,0,0,5,1,1,7
186961,1,7,8,14,0,9,3,2,0,14
192406,3,1,7,11,0,2,4,4,1,11
126735,0,122,17,20,0,10,8,0,2,20
149538,0,64,14,19,0,4,12,1,1,19
166089,3,2,30,46,1,26,13,4,1,46
134423,1,11,61,79,1,45,25,1,1,79
183264,0,91,10,14,1,7,5,1,0,14
175029,3,28,16,20,1,8,3,3,1,20
98432,0,50,18,33,0,21,6,2,4,33
123215,0,87,10,16,0,5,9,1,1,16
153126,1,21,31,38,1,28,3,3,2,38
176938,0,114,12,18,0,14,3,1,0,18
40716,1,29,14,22,1,12,0,4,0,22
179675,0,39,51,69,1,6,25,4,8,69
170509,1,8,26,41,1,19,16,2,1,41
156853,1,18,26,29,1,24,3,1,0,29
116770,1,14,17,26,1,9,7,1,7,26
192489,0,109,3,3,0,1,2,0,0,3
118721,1,30,16,24,1,18,2,1,0,24
122418,0,128,12,15,1,1,6,5,2,15
173728,2,4,27,35,1,16,8,7,1,35
196460,2,6,15,18,1,7,2,3,4,18
33372,0,88,29,42,0,7,14,12,7,42
174147,0,37,21,30,0,11,6,6,7,30
170205,2,2,19,22,1,10,7,1,0,22
48627,0,86,17,20,0,9,3,4,1,20
150204,4,25,19,26,0,11,3,3,8,26
186188,0,32,26,32,1,16,5,4,0,32
195761,1,0,8,9,0,6,0,2,1,9
141951,0,70,35,41,1,22,6,1,6,41
183740,1,2,16,19,1,7,6,2,0,19
81774,0,134,8,9,1,3,5,0,0,9
170768,0,192,10,11,0,3,5,2,0,11
198077,0,86,1,2,0,0,1,0,1,2
135257,4,2,60,79,1,45,11,12,4,79
148644,0,83,22,27,0,11,7,3,6,27
185123,2,2,8,10,0,3,6,1,0,10
170959,1,17,18,20,1,13,3,2,0,20
106430,1,11,37,59,1,33,12,7,0,59
28852,1,30,11,12,0,3,6,2,0,12
193107,1,15,13,15,0,14,0,1,0,15
197230,0,55,1,1,0,1,0,0,0,1
171302,3,11,24,28,1,12,6,3,5,28
150681,1,8,23,30,1,19,4,1,2,30
196782,0,98,3,3,0,3,0,0,0,3
172346,1,10,10,10,0,5,4,1,0,10
155214,2,3,30,49,1,36,2,6,2,49
189899,0,66,8,12,0,1,3,4,4,12
161766,1,15,25,33,0,29,4,0,0,33
179713,1,28,19,23,1,15,4,1,1,23
193521,4,1,11,15,1,1,3,4,1,15
186620,0,60,10,12,1,4,3,3,1,12
187693,0,31,12,13,1,7,1,1,2,13
176507,0,105,13,20,0,5,10,0,4,20
171657,2,15,13,18,1,17,0,0,0,18
181525,4,3,42,49,1,45,1,0,0,49
155347,0,126,5,5,0,4,0,1,0,5
184054,1,17,13,19,0,4,3,2,8,19
190783,1,29,14,19,1,9,3,4,0,19
138605,4,2,37,64,1,10,21,6,8,64
139377,2,29,25,34,1,24,1,3,0,34
179107,2,10,22,27,0,19,4,0,4,27
178209,3,8,38,52,1,35,6,1,6,52
130497,0,329,4,5,1,1,2,0,1,5
133494,0,92,21,26,1,9,7,6,2,26
192785,0,32,12,19,1,9,5,3,0,19
122265,0,407,1,1,0,0,1,0,0,1
198114,0,81,1,1,0,0,0,1,0,1
185052,1,17,41,54,0,41,4,4,5,54
170427,0,34,7,8,1,4,3,0,0,8
184171,3,8,4,7,0,2,1,2,0,7
171951,2,17,16,19,1,13,0,2,2,19
50064,1,24,28,42,1,26,10,1,1,42
61116,4,2,41,59,1,32,12,6,5,59
180305,4,2,28,30,0,25,4,1,0,30
191301,0,253,2,2,0,1,1,0,0,2
164772,2,3,30,45,0,29,13,2,1,45
115462,0,219,31,36,1,2,10,12,2,36
78968,3,3,37,79,1,45,5,0,1,79
193089,0,50,7,8,1,6,1,0,0,8
143509,0,527,2,5,1,2,0,0,0,5
178242,2,3,41,55,1,41,5,5,1,55
99962,0,109,2,5,0,4,0,0,1,5
55802,0,527,6,6,0,1,2,2,1,6
184312,1,7,26,37,1,22,4,5,3,37
97354,0,56,17,20,0,7,10,2,1,20
123444,0,87,19,28,1,11,7,2,0,28
160548,1,3,15,17,0,11,4,0,2,17
76432,4,23,13,16,0,4,9,2,0,16
157799,4,1,19,28,0,2,18,5,3,28
187209,0,93,13,16,0,11,4,1,0,16
166939,2,3,13,16,0,14,2,0,0,16
134597,0,527,5,7,0,0,1,1,5,7
131336,0,158,5,9,0,1,3,3,2,9
98502,0,343,1,2,0,1,1,0,0,2
160508,0,160,9,10,0,4,2,4,0,10
142665,0,230,9,11,1,5,3,1,0,11
101063,1,1,12,18,0,15,2,1,0,18
189721,1,23,3,3,1,0,0,0,2,3
174397,3,21,45,53,1,31,12,1,4,53
113411,1,9,16,23,0,19,0,2,0,23
187132,3,7,10,16,1,2,5,2,5,16
101615,0,234,16,23,1,3,15,4,0,23
143235,0,126,20,35,1,2,6,6,8,35
179113,1,15,13,19,0,10,3,2,4,19
155019,3,4,34,40,0,7,21,6,5,40
98087,0,527,2,2,0,0,1,0,1,2
132974,0,59,1,1,0,1,0,0,0,1
173887,0,50,18,23,0,11,8,2,1,23
91252,0,156,14,16,0,6,6,3,1,16
146735,1,29,51,63,1,45,10,0,0,63
113651,0,60,3,3,0,3,0,0,0,3
153253,0,137,10,14,1,2,4,3,1,14
197830,0,93,1,1,0,0,1,0,0,1
130996,1,22,21,31,1,14,11,0,3,31
146269,0,35,14,20,1,9,6,2,2,20
187258,2,1,9,11,1,6,2,2,0,11
168945,0,57,8,11,1,0,5,2,2,11
191623,4,11,11,15,0,5,2,2,6,15
131085,0,162,4,5,0,0,3,1,1,5
175274,1,17,4,4,1,2,0,1,0,4
121825,0,179,22,30,1,22,3,2,2,30
121572,0,171,19,29,1,3,16,3,2,29
140475,2,25,16,23,0,1,11,2,8,23
174629,0,41,12,27,1,20,2,3,1,27
137996,0,64,20,29,0,7,12,3,7,29
109987,3,4,46,74,1,26,23,7,8,74
139991,3,3,21,27,1,12,12,1,1,27
125435,1,11,33,38,1,25,6,1,3,38
158622,0,91,5,8,0,0,4,0,4,8
168329,4,3,61,79,1,45,13,2,1,79
190291,0,83,4,5,0,2,0,3,0,5
165919,1,30,7,7,0,5,2,0,0,7
163743,1,30,9,11,0,4,4,3,0,11
150704,0,62,17,24,0,13,7,2,2,24
193849,2,0,9,13,0,11,1,1,0,13
192298,0,84,2,2,0,0,1,1,0,2
13350,0,157,19,27,0,13,7,2,4,27
195733,1,17,12,20,0,13,1,2,3,20
127212,4,0,35,52,1,23,16,7,1,52
129603,0,107,9,13,0,9,2,1,1,13
181983,0,210,4,6,1,2,1,1,0,6
187628,0,98,8,9,0,4,0,3,2,9
131690,3,17,13,17,1,5,3,2,4,17
172030,0,66,20,25,0,23,1,0,0,25
130410,0,42,21,24,0,16,2,4,2,24
61633,0,208,11,21,1,9,7,2,1,21
109613,0,274,3,3,0,1,1,0,1,3
161100,3,9,6,8,1,2,4,0,0,8
136484,1,18,15,15,0,10,4,1,0,15
122912,1,30,37,57,1,34,10,10,0,57
192897,0,85,4,4,0,4,0,0,0,4
168323,4,1,32,39,1,26,3,3,1,39
76478,0,85,5,6,0,1,1,3,0,6
166981,3,2,40,50,0,34,9,4,2,50
188332,1,3,10,13,0,2,1,2,7,13
113797,2,8,26,41,1,17,12,2,2,41
185063,0,143,1,1,0,1,0,0,0,1
139915,3,18,31,45,0,7,17,5,4,45
175797,0,428,10,14,0,0,8,5,1,14
197837,0,94,1,1,0,0,0,0,1,1
177961,4,9,15,20,0,19,0,0,1,20
133722,3,2,60,79,1,41,25,3,0,79
196622,0,105,3,3,0,2,0,1,0,3
157772,0,60,17,19,1,9,8,1,0,19
168350,4,11,21,30,1,20,4,4,0,30
24720,1,18,11,13,0,1,9,1,1,13
190412,1,18,2,2,0,1,1,0,0,2
175155,1,7,46,62,1,36,10,6,5,62
194696,0,115,6,6,0,2,2,1,1,6
178018,2,11,61,79,1,35,25,5,8,79
195223,2,25,6,9,0,7,1,1,0,9
99958,1,8,10,11,0,3,6,2,0,11
121761,0,205,2,2,0,0,0,1,1,2
182536,3,2,9,11,0,7,1,1,1,11
197200,0,48,4,5,0,0,0,1,4,5
61453,0,279,9,10,0,0,3,3,2,10
68619,0,132,7,9,0,2,4,2,1,9
157720,0,65,13,20,1,15,1,3,0,20
157894,2,6,28,49,0,33,12,4,0,49
174186,2,3,18,22,1,1,11,6,2,22
129249,2,2,14,18,1,12,5,0,0,18
95292,3,10,3,3,0,0,1,0,2,3
181053,0,41,42,53,1,38,4,4,4,53
106702,0,147,14,26,1,2,13,3,3,26
116223,4,3,25,36,1,4,19,0,2,36
170818,1,13,25,27,0,15,11,1,0,27
103993,0,141,9,11,0,5,4,0,1,11
61028,0,233,6,7,0,4,1,1,0,7
130739,0,87,23,33,1,10,11,6,0,33
68638,0,150,4,5,0,3,0,2,0,5
154299,0,93,25,42,1,14,15,6,5,42
192186,4,11,9,11,1,3,1,4,0,11
69144,0,52,10,12,0,1,5,4,0,12
146356,0,228,7,10,1,2,5,0,0,10
27080,4,4,47,79,1,45,21,4,0,79
129107,4,14,42,58,1,33,14,5,3,58
186379,4,1,22,28,1,18,4,2,1,28
55227,3,18,12,18,1,6,7,2,2,18
99992,0,63,6,8,0,3,3,1,0,8
179579,0,527,1,1,0,0,0,0,1,1
80389,0,302,2,4,1,0,2,1,0,4
188944,1,29,13,15,0,6,0,9,0,15
108808,2,3,8,12,1,3,6,2,0,12
167799,0,37,25,32,1,14,6,8,3,32
135021,4,28,19,24,1,8,8,2,3,24
128203,2,7,38,46,1,21,6,6,0,46
186836,2,30,18,32,0,29,3,0,0,32
34756,1,11,11,13,1,6,0,1,1,13
107358,1,29,7,10,0,6,1,0,3,10
196846,0,129,2,2,0,0,0,2,0,2
177932,0,427,8,9,0,8,0,1,0,9
146067,0,84,8,10,0,3,4,1,1,10
195957,1,16,2,2,0,1,1,0,0,2
192726,1,16,2,2,0,1,1,0,0,2
131986,3,4,30,32,0,21,4,4,3,32
113314,1,24,55,67,0,45,3,1,2,67
183038,0,213,4,5,0,2,0,2,0,5
190925,1,3,6,7,0,5,2,0,0,7
175808,0,136,18,20,0,4,10,5,1,20
155294,0,163,23,33,0,10,12,7,1,33
104252,1,1,13,14,1,4,3,1,0,14
175072,3,8,16,23,1,7,10,3,0,23
171226,0,525,7,10,0,6,1,0,2,10
147271,0,237,12,17,1,7,2,3,0,17
151358,2,1,38,51,1,25,11,1,6,51
119979,0,189,5,5,0,1,4,0,0,5
138380,0,153,11,12,0,5,7,0,0,12
137041,1,22,13,18,1,5,5,3,0,18
44532,4,16,61,79,0,4,25,12,7,79
196630,2,2,14,19,1,3,9,1,4,19
177340,0,268,17,17,0,1,4,5,7,17
148715,1,11,50,74,1,39,12,6,1,74
178474,0,76,21,27,0,9,10,6,2,27
139862,2,28,18,27,1,13,6,5,1,27
190585,3,1,12,14,0,4,1,6,2,14
172902,0,37,27,52,1,20,17,3,8,52
172826,1,1,14,17,1,8,1,0,1,17
104573,0,31,46,67,0,43,8,6,8,67
162234,4,16,43,64,1,36,19,4,4,64
191877,0,296,1,1,0,0,0,1,0,1
133062,0,87,15,28,0,8,8,8,4,28
64845,2,11,13,17,1,14,1,0,0,17
164414,3,3,11,14,1,11,1,0,0,14
